,abdt,tg,inuidur1,female,black,hispanic,othrace,dep,q1,q2,q3,q4,q5,q6,agelt35,agegt54,durable,nondurable,lusd,husd,muld
8374,10810,0,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8375,10789,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8376,10775,0,23,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8377,10754,0,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
8378,10796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8379,10796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8380,10600,0,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8381,10663,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8382,10845,1,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8383,10845,4,23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8384,10411,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8385,10740,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8386,10586,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
8387,10432,5,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8388,10467,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
8389,10768,3,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8390,10649,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8391,10432,2,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
8392,10845,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8393,10551,0,23,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
8394,10425,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8395,10593,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
8396,10439,5,8,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0
8397,10747,5,27,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
8398,10775,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
8399,10530,2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
8400,10698,0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8401,10789,3,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8402,10880,0,27,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
8403,10691,4,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8404,10726,6,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8405,10544,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
8406,10551,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8407,10691,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8408,10586,4,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
8409,10670,2,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8410,10852,2,27,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1
8411,10600,3,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8412,10530,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8413,10852,0,25,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0
8414,10663,0,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8415,10775,0,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8416,10747,0,8,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
8417,10565,2,27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8418,10600,4,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8419,10572,4,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8420,10761,2,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8421,10516,0,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8422,10572,0,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8423,10880,1,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8424,10551,2,27,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1
8425,10866,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8426,10677,5,22,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0
8427,10754,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8428,10607,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8429,10523,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8430,10677,0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8431,10726,1,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8432,10726,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8433,10712,3,6,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0
8434,10684,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1
8435,10845,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
8436,10621,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
8437,10845,5,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8438,10663,6,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8439,10677,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8440,10670,6,7,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0
8441,10852,4,18,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
8442,10558,6,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
8443,10544,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8444,10810,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8445,10607,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8446,10768,5,29,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
8447,10621,0,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8448,10866,3,29,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
8449,10810,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8450,10761,2,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8451,10593,0,16,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1
8452,10537,0,5,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0
8453,10558,1,6,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
8454,10572,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8455,10719,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8456,10817,3,34,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
8457,10593,1,14,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
8458,10586,0,26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
8459,10712,5,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
8460,10684,2,27,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8461,10810,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1
8462,10670,6,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0
8463,10593,3,27,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1
8464,10768,1,27,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8465,10754,3,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8466,10796,4,27,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8467,10796,0,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8468,10754,5,26,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8469,10551,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
8470,10670,2,20,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8471,10698,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8472,10768,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8473,10810,3,4,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
8474,10754,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8475,10558,3,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8476,10600,5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8477,10775,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
8478,10600,3,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8479,10579,6,14,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
8480,10579,2,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8481,10551,2,9,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8482,10593,6,14,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
8483,10544,0,19,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8484,10852,3,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8485,10565,6,27,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
8486,10803,2,27,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8487,10810,3,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
8488,10726,0,24,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8489,10817,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8490,10607,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8491,10621,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8492,10628,3,27,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8493,10705,5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8494,10803,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8495,10663,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8496,10789,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8497,10810,0,13,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
8498,10789,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
8499,10747,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8500,10523,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8501,10530,0,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8502,10859,1,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8503,10649,1,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8504,10551,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8505,10866,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
8506,10733,6,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8507,10677,6,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8508,10712,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8509,10782,0,27,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
8510,10684,3,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8511,10593,6,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8512,10698,4,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8513,10761,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8514,10852,0,13,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8515,10747,5,27,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
8516,10579,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8517,10642,0,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8518,10705,1,24,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8519,10691,0,19,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8520,10698,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
8521,10712,4,7,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8522,10628,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8523,10789,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8524,10600,0,39,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8525,10866,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
8526,10516,4,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8527,10614,6,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
8528,10614,4,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8529,10572,4,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8530,10684,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
8531,10600,4,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8532,10593,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8533,10698,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8534,10831,2,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8535,10600,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8536,10670,0,6,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0
8537,10656,6,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8538,10824,3,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8539,10726,6,24,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8540,10838,3,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8541,10796,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
8542,10824,4,42,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
8543,10593,0,20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
8544,10775,0,26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
8545,10621,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8546,10523,2,34,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8547,10817,5,27,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8548,10523,2,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8549,10684,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8550,10719,4,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8551,10572,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8552,10845,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8553,10803,5,25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
8554,10859,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
8555,10775,1,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8556,10635,2,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8557,10852,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
8558,10803,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
8559,10726,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
8560,10810,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
8561,10558,6,7,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
8562,10782,5,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
8563,10656,0,19,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
8564,10705,2,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8565,10803,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
8566,10600,3,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
8567,10817,4,27,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8568,10866,1,27,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
8569,10544,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8570,10852,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8571,10677,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8572,10838,0,24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8573,10754,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8574,10684,2,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8575,10593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8576,10719,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8577,10565,1,22,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
8578,10873,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
8579,10670,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8580,10565,2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8581,10593,2,27,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
8582,10621,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8583,10516,0,27,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
8584,10873,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8585,10803,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8586,10873,5,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8587,10614,0,26,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
8588,10775,3,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8589,10635,4,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8590,10579,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8591,10796,2,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
8592,10754,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8593,10677,2,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8594,10845,0,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8595,10866,1,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8596,10705,5,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
8597,10866,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8598,10803,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8599,10740,1,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8600,10838,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8601,10558,1,11,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
8602,10551,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8603,10593,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8604,10558,5,38,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
8605,10859,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8606,10621,5,5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
8607,10635,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8608,10761,6,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8609,10544,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
8610,10670,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
8611,10544,4,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8612,10775,3,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8613,10614,0,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8614,10635,1,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8615,10831,0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8616,10600,3,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8617,10698,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8618,10789,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8619,10873,3,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8620,10712,6,27,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
8621,10796,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8622,10551,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8623,10565,4,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
8624,10670,4,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8625,10663,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8626,10656,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8627,10712,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
8628,10733,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8629,10852,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
8630,10705,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8631,10831,3,34,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
8632,10754,2,27,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8633,10796,3,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0
8634,10579,6,4,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0
8635,10530,3,32,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
8636,10775,5,3,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0
8637,10859,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0
8638,10747,3,31,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8639,10747,4,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8640,10852,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
8641,10747,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8642,10558,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8643,10586,2,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8644,10670,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
8645,10747,5,13,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8646,10691,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8647,10866,4,27,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
8648,10810,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
8649,10593,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8650,10516,1,24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8651,10530,5,15,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
8652,10621,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8653,10544,4,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8654,10684,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
8655,10754,3,36,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8656,10593,6,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
8657,10740,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8658,10649,6,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8659,10810,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8660,10712,0,27,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8661,10803,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8662,10747,0,16,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8663,10635,0,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8664,10733,4,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
8665,10831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
8666,10859,5,27,1,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0
8667,10831,3,40,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
8668,10768,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
8669,10824,0,27,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
8670,10565,0,15,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
8671,10747,0,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8672,10649,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8673,10523,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8674,10621,5,18,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1
8675,10873,4,27,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
